Release	Date	%+-YD	%+-LW	Days	google trends	Avg TD	Avg YD	Weekly	Weekly %+-YD	Weekly %+-LW	Avg Theatre	Avg per Theatre Avg	Avg To Date	Y	Week + 1
The Trip to Greece	2020-05-18	-38.5	0.0	6.0	1.23	1.1428571428571428	0.7142857142857143	1110.0	-38.5	0.0	1.2857142857142858	52.714285714285715	344.28571428571433	2020-05-25	513.0
The Wretched	2020-05-18	378.3	472.3	110.0	2.38	0.7142857142857143	0.7142857142857143	246813.0	378.3	472.3	31.285714285714285	730.8571428571429	319966.71428571426	2020-05-25	254014.0
How to Build a Girl	2020-05-18	-127.1	-32.30000000000004	75.0	0.49	1.5714285714285714	1.5714285714285714	8929.0	-127.1	-32.30000000000004	3.8571428571428568	177.85714285714286	48072.0	2020-05-25	332.0
First Lady	2020-05-18	0.0	35.7	98.0	0.9523809523809524	0.42857142857142855	0.0	19.0	0.0	35.7	0.14285714285714285	2.7142857142857144	13328.285714285714	2020-05-25	0.0
How to Build a Girl	2020-05-25	93.00000000000004	-659.8	147.0	0.52	3.4285714285714284	3.1428571428571432	332.0	93.00000000000004	-659.8	3.0	15.285714285714285	68852.42857142858	2020-06-01	374.0
The Burnt Orange Heresy	2020-05-25	0.0	0.0	81.0	0.0	0.8571428571428571	0.0	10.0	0.0	0.0	0.14285714285714285	1.4285714285714286	5697.571428571428	2020-06-01	0.0
Max Winslow and the House of Secrets	2020-05-25	19.4	0.0	6.0	0.0	0.8571428571428571	0.5714285714285714	425.0	19.4	0.0	0.42857142857142855	60.714285714285715	117.71428571428572	2020-06-01	2000.0
The Wretched	2020-05-25	112.6	84.0	196.0	3.92	1.0	1.0	254014.0	112.6	84.0	65.85714285714286	523.7142857142857	697051.1428571428	2020-06-01	249791.0
The Gentlemen	2020-05-25	-100.0	0.0	384.0	5.94871794871795	2.142857142857143	1.4285714285714286	15.0	-100.0	0.0	0.42857142857142855	2.142857142857143	15555908.142857146	2020-06-01	608.0
Circles	2020-05-25	0.0	0.0	11.0	5.238095238095238	0.42857142857142855	0.0	246.0	0.0	0.0	0.2857142857142857	17.571428571428573	1117.5714285714287	2020-06-01	0.0
The Trip to Greece	2020-05-25	42.90000000000001	-229.7	49.0	1.23	3.0	3.0	513.0	42.90000000000001	-229.7	3.0	24.142857142857146	1408.7142857142858	2020-06-01	684.0
Strike	2020-05-25	0.0	0.0	60.0	10.582010582010588	0.2857142857142857	0.0	1345.0	0.0	0.0	0.2857142857142857	96.0	1180.142857142857	2020-06-01	0.0
How to Build a Girl	2020-06-01	417.7000000000001	244.0	196.0	0.42	4.714285714285714	4.571428571428571	374.0	417.7000000000001	244.0	3.4285714285714284	15.0	69175.85714285714	2020-06-08	875.0
The Gentlemen	2020-06-01	5.800000000000002	1506.7	931.0	10.717948717948717	4.571428571428571	4.714285714285714	608.0	5.800000000000002	1506.7	1.8571428571428568	28.714285714285715	36297298.14285714	2020-06-08	2554.0
The Trip to Greece	2020-06-01	34.60000000000001	436.4	98.0	0.67	4.0	3.571428571428572	684.0	34.60000000000001	436.4	3.4285714285714284	28.0	1996.7142857142856	2020-06-08	2161.0
Becky	2020-06-01	-13.700000000000005	0.0	6.0	22.614780679296807	0.5714285714285714	0.2857142857142857	209394.0	-13.700000000000005	0.0	19.285714285714285	664.7142857142858	62758.285714285725	2020-06-08	290191.0
Max Winslow and the House of Secrets	2020-06-01	206.4	641.7	49.0	0.057408	2.4285714285714284	2.2857142857142856	2000.0	206.4	641.7	4.857142857142857	55.714285714285715	1392.142857142857	2020-06-08	3683.0
The Wretched	2020-06-01	241.79999999999995	-72.99999999999997	245.0	4.0	1.2857142857142858	1.2857142857142858	249791.0	241.79999999999995	-72.99999999999997	85.28571428571429	383.57142857142856	951091.0	2020-06-08	254840.0
Infamous	2020-06-08	-34.3	0.0	6.0	8.968253968253967	1.0	0.5714285714285714	160371.0	-34.3	0.0	24.857142857142854	394.8571428571428	49813.428571428565	2020-06-15	150365.0
The Gentlemen	2020-06-08	338.9000000000001	751.0999999999998	980.0	10.205128205128208	5.0	5.0	2554.0	338.9000000000001	751.0999999999998	4.714285714285714	65.0	36298575.14285714	2020-06-15	4421.0
The Trip to Greece	2020-06-08	3901.4	1404.1	147.0	0.55	5.428571428571429	5.428571428571429	2161.0	3901.4	1404.1	3.571428571428572	100.14285714285714	3229.714285714286	2020-06-15	894.0
The Wretched	2020-06-08	40.0	363.7	294.0	2.8	1.8571428571428568	1.8571428571428568	254840.0	40.0	363.7	99.0	367.1428571428572	1240820.857142857	2020-06-15	167994.0
How to Build a Girl	2020-06-08	9143.2	1817.7	134.0	0.18000000000000002	2.7142857142857144	3.0	875.0	9143.2	1817.7	2.2857142857142856	31.0	39863.28571428572	2020-06-15	0.0
Becky	2020-06-08	117.1	-18.200000000000006	49.0	41.218637992831546	1.7142857142857142	1.7142857142857142	290191.0	117.1	-18.200000000000006	48.85714285714285	814.4285714285713	341512.14285714284	2020-06-15	166455.0
Max Winslow and the House of Secrets	2020-06-08	182.8	717.4000000000002	98.0	0.07737600000000001	4.142857142857143	3.8571428571428568	3683.0	182.8	717.4000000000002	8.285714285714286	60.28571428571429	4109.428571428572	2020-06-15	4530.0
Unsubscribe	2020-06-08	0.0	0.0	1.0	1.1538461538461535	0.14285714285714285	0.0	25488.0	0.0	0.0	0.14285714285714285	3641.142857142857	3641.142857142857	2020-06-15	0.0
Babyteeth	2020-06-15	-29.4	0.0	6.0	1.58	2.8571428571428568	1.8571428571428568	2487.0	-29.4	0.0	5.142857142857143	29.285714285714285	766.2857142857142	2020-06-22	1296.0
Becky	2020-06-15	-26.7	-198.7	98.0	35.24492234169654	2.142857142857143	2.142857142857143	166455.0	-26.7	-198.7	38.0	779.7142857142858	592151.7142857143	2020-06-22	171056.0
Max Winslow and the House of Secrets	2020-06-15	62.6	209.0	147.0	0.12979200000000002	5.428571428571429	5.285714285714286	4530.0	62.6	209.0	10.428571428571429	60.57142857142857	8225.857142857143	2020-06-22	7252.0
The Gentlemen	2020-06-15	59.10000000000001	2474.600000000001	1029.0	9.307692307692307	6.0	5.428571428571429	4421.0	59.10000000000001	2474.600000000001	6.142857142857142	99.57142857142857	36303317.71428572	2020-06-22	4138.0
The Wretched	2020-06-15	-37.3	-181.5	343.0	2.2	2.4285714285714284	2.0	167994.0	-37.3	-181.5	99.85714285714286	239.85714285714286	1467631.0	2020-06-22	83035.0
Followed	2020-06-15	-42.5	0.0	6.0	7.3809523809523805	0.42857142857142855	0.2857142857142857	152825.0	-42.5	0.0	18.714285714285715	501.0	47854.714285714275	2020-06-22	174430.0
Miss Juneteenth	2020-06-15	-80.5	0.0	6.0	1.87	2.142857142857143	1.4285714285714286	20946.0	-80.5	0.0	2.571428571428572	498.57142857142856	6942.142857142857	2020-06-22	24346.0
Infamous	2020-06-15	55.699999999999974	-126.6	49.0	11.746031746031747	2.7142857142857144	2.7142857142857144	150365.0	55.699999999999974	-126.6	49.0	502.57142857142856	233495.2857142857	2020-06-22	81996.0
The Trip to Greece	2020-06-15	53.60000000000001	3219.6	106.0	0.23	3.2857142857142856	3.4285714285714284	894.0	53.60000000000001	3219.6	1.7142857142857142	42.42857142857143	2884.142857142857	2020-06-22	0.0
Max Winslow and the House of Secrets	2020-06-22	805.1	288.9	196.0	0.1248	6.2857142857142865	6.2857142857142865	7252.0	805.1	288.9	13.142857142857142	69.85714285714286	13562.714285714286	2020-06-29	8135.0
Becky	2020-06-22	65.3	56.3	147.0	33.87950162143711	1.7142857142857142	1.8571428571428568	171056.0	65.3	56.3	19.571428571428573	1253.857142857143	760483.1428571428	2020-06-29	83420.0
Miss Juneteenth	2020-06-22	364.1	0.6000000000000014	49.0	0.99	5.0	5.0	24346.0	364.1	0.6000000000000014	8.142857142857142	387.8571428571428	30846.285714285717	2020-06-29	24932.0
Infamous	2020-06-22	23.0	-223.0	98.0	9.523809523809527	3.571428571428572	3.571428571428572	81996.0	23.0	-223.0	25.0	755.5714285714287	356403.5714285714	2020-06-29	34675.0
Babyteeth	2020-06-22	170.60000000000005	0.0	22.0	0.93	4.0	4.0	1296.0	170.60000000000005	0.0	6.857142857142858	15.142857142857142	1841.0	2020-06-29	0.0
The Gentlemen	2020-06-22	318.9000000000001	330.2999999999999	1078.0	9.564102564102564	7.2857142857142865	7.428571428571429	4138.0	318.9000000000001	330.2999999999999	6.2857142857142865	83.28571428571429	36306355.42857143	2020-06-29	4873.0
Followed	2020-06-22	-6.800000000000002	-129.2	49.0	17.301587301587304	1.2857142857142858	1.1428571428571428	174430.0	-6.800000000000002	-129.2	34.285714285714285	745.8571428571429	250563.85714285716	2020-06-29	95951.0
The Wretched	2020-06-22	-13.400000000000002	-335.49999999999994	392.0	1.96	3.4285714285714284	3.4285714285714284	83035.0	-13.400000000000002	-335.49999999999994	99.28571428571428	119.28571428571428	1585828.5714285714	2020-06-29	59610.0
Followed	2020-06-29	-87.20000000000002	-304.7	98.0	15.476190476190482	2.142857142857143	1.8571428571428568	95951.0	-87.20000000000002	-304.7	62.0	288.85714285714283	391030.1428571429	2020-07-06	46830.0
Max Winslow and the House of Secrets	2020-06-29	677.5	336.1	245.0	0.09984	6.428571428571429	6.428571428571429	8135.0	677.5	336.1	10.714285714285714	137.85714285714286	21747.14285714286	2020-07-06	5227.0
Infamous	2020-06-29	-149.2	-398.5	147.0	8.333333333333336	5.7142857142857135	4.857142857142857	34675.0	-149.2	-398.5	6.857142857142858	598.8571428571429	417940.7142857143	2020-07-06	1741.0
The Wretched	2020-06-29	-6.5	-190.9	441.0	1.7300000000000002	3.2857142857142856	3.4285714285714284	59610.0	-6.5	-190.9	82.0	108.0	1659596.5714285714	2020-07-06	27175.0
The Gentlemen	2020-06-29	331.7	375.7	1127.0	10.358974358974358	6.7142857142857135	6.7142857142857135	4873.0	331.7	375.7	10.142857142857142	65.71428571428571	36311203.85714286	2020-07-06	5853.0
Relic	2020-06-29	-38.9	0.0	6.0	6.1904761904761925	0.42857142857142855	0.2857142857142857	192352.0	-38.9	0.0	29.57142857142857	398.0	60584.714285714275	2020-07-06	348718.0
Miss Juneteenth	2020-06-29	12.000000000000002	493.8	98.0	0.41	5.0	5.0	24932.0	12.000000000000002	493.8	8.857142857142858	452.0	58922.857142857145	2020-07-06	16123.0
Becky	2020-06-29	-64.89999999999999	-343.1	196.0	35.24492234169653	2.0	1.8571428571428568	83420.0	-64.89999999999999	-343.1	17.428571428571427	687.0	890408.1428571428	2020-07-06	27649.0
The Truth	2020-06-29	-17.8	0.0	6.0	17.3015873015873	3.571428571428572	2.4285714285714284	2200.0	-17.8	0.0	4.285714285714286	31.285714285714285	652.0	2020-07-06	577.0
The Lodge	2020-07-06	-23.3	0.0	468.0	9.761904761904765	1.0	0.7142857142857143	58217.0	-23.3	0.0	3.4285714285714284	1039.4285714285713	909254.7142857143	2020-07-13	0.0
The Truth	2020-07-06	141.7	0.0	22.0	20.95238095238096	5.0	5.0	577.0	141.7	0.0	5.7142857142857135	7.857142857142858	1418.0	2020-07-13	0.0
The Gentlemen	2020-07-06	495.3	81.9	1176.0	9.615384615384617	7.571428571428571	7.428571428571429	5853.0	495.3	81.9	15.571428571428573	48.57142857142857	36316144.42857143	2020-07-13	9213.0
Max Winslow and the House of Secrets	2020-07-06	190.7	1071.6	162.0	0.011231999999999999	3.2857142857142856	3.1428571428571432	5227.0	190.7	1071.6	3.8571428571428568	107.42857142857143	16685.714285714286	2020-07-13	0.0
Followed	2020-07-06	56.50000000000001	-208.3	147.0	16.825396825396822	3.0	3.0	46830.0	56.50000000000001	-208.3	94.28571428571428	69.42857142857143	446169.5714285714	2020-07-13	43269.0
Infamous	2020-07-06	-40.8	-375.4	106.0	4.206349206349207	4.428571428571429	4.428571428571429	1741.0	-40.8	-375.4	2.2857142857142856	62.0	244980.0	2020-07-13	0.0
Miss Juneteenth	2020-07-06	74.00000000000001	-208.00000000000003	147.0	0.27	5.7142857142857135	5.428571428571429	16123.0	74.00000000000001	-208.00000000000003	6.428571428571429	349.8571428571428	78113.42857142858	2020-07-13	6002.0
The Wretched	2020-07-06	-49.9	-375.30000000000007	490.0	1.28	4.571428571428571	4.142857142857143	27175.0	-49.9	-375.30000000000007	54.28571428571429	74.42857142857143	1699876.4285714286	2020-07-13	19113.0
Becky	2020-07-06	113.9	-440.1	245.0	36.35432667690733	4.428571428571429	4.0	27649.0	113.9	-440.1	7.857142857142858	494.0	937931.5714285716	2020-07-13	8375.0
Relic	2020-07-06	24.10000000000001	27.4	49.0	23.333333333333336	1.0	1.0	348718.0	24.10000000000001	27.4	93.42857142857143	538.1428571428571	369976.0	2020-07-13	271172.0
Archive	2020-07-06	-50.8	0.0	6.0	23.62055933484505	1.1428571428571428	0.7142857142857143	52642.0	-50.8	0.0	11.142857142857142	289.0	16510.714285714286	2020-07-13	66032.0
Miss Juneteenth	2020-07-13	27.099999999999994	-4.899999999999999	106.0	0.12	2.7142857142857144	3.1428571428571432	6002.0	27.099999999999994	-4.899999999999999	4.0	122.28571428571428	51429.714285714275	2020-07-20	0.0
Human Capital	2020-07-13	1815.2	0.0	6.0	1.4631578947368422	2.7142857142857144	1.7142857142857142	4331.0	1815.2	0.0	5.142857142857143	51.42857142857143	1211.0	2020-07-20	2265.0
The Gentlemen	2020-07-13	380.5	744.2	1225.0	11.82051282051282	6.2857142857142865	6.571428571428571	9213.0	380.5	744.2	25.0	47.85714285714285	36323841.14285714	2020-07-20	10644.0
Becky	2020-07-13	-39.2	-143.5	132.0	15.190305512886159	2.2857142857142856	1.5714285714285714	8375.0	-39.2	-143.5	6.428571428571429	79.71428571428571	410887.85714285716	2020-07-20	6906.0
Followed	2020-07-13	142.89999999999995	-70.1	196.0	15.952380952380956	3.0	3.1428571428571432	43269.0	142.89999999999995	-70.1	89.2857142857143	74.28571428571429	491496.85714285716	2020-07-20	20515.0
The Wretched	2020-07-13	49.7	-198.9	539.0	1.63	4.142857142857143	4.428571428571429	19113.0	49.7	-198.9	39.714285714285715	71.71428571428571	1723378.0	2020-07-20	36410.0
Archive	2020-07-13	40.7	-74.89999999999998	49.0	55.55555555555557	2.0	2.142857142857143	66032.0	40.7	-74.89999999999998	22.57142857142857	457.1428571428572	85922.71428571429	2020-07-20	20919.0
Relic	2020-07-13	42.8	-168.79999999999995	98.0	24.523809523809533	1.0	1.0	271172.0	42.8	-168.79999999999995	129.0	297.42857142857144	674887.8571428572	2020-07-20	152883.0
Bump Kowalski and the Ten Commandments	2020-07-13	0.0	0.0	1.0	0.0	0.8571428571428571	0.0	1440.0	0.0	0.0	0.14285714285714285	205.7142857142857	205.7142857142857	2020-07-20	459.0
Relic	2020-07-20	-75.30000000000003	-247.0	147.0	18.80952380952381	1.8571428571428568	1.5714285714285714	152883.0	-75.30000000000003	-247.0	112.42857142857143	201.7142857142857	902557.2857142857	2020-07-27	36491.0
The Rental	2020-07-20	-52.6	0.0	6.0	22.156084656084666	0.42857142857142855	0.2857142857142857	403852.0	-52.6	0.0	107.14285714285714	230.57142857142856	127412.85714285714	2020-07-27	484931.0
Followed	2020-07-20	-120.0	-256.4	245.0	17.142857142857142	4.714285714285714	4.142857142857143	20515.0	-120.0	-256.4	54.85714285714285	58.57142857142857	526556.2857142857	2020-07-27	2976.0
Becky	2020-07-20	70.1	-29.099999999999994	153.0	15.873015873015875	2.4285714285714284	1.7142857142857142	6906.0	70.1	-29.099999999999994	5.142857142857143	82.0	410528.0	2020-07-27	3997.0
The Gentlemen	2020-07-20	226.7	319.7	1274.0	10.435897435897436	5.7142857142857135	5.7142857142857135	10644.0	226.7	319.7	31.285714285714285	49.714285714285715	36333847.571428575	2020-07-27	9035.0
Bump Kowalski and the Ten Commandments	2020-07-20	0.0	-68.1	8.0	0.0	1.0	0.0	459.0	0.0	-68.1	0.14285714285714285	65.57142857142857	271.2857142857143	2020-07-27	0.0
The Wretched	2020-07-20	164.1	721.0999999999998	588.0	1.82	3.4285714285714284	3.4285714285714284	36410.0	164.1	721.0999999999998	29.714285714285715	188.28571428571428	1750304.2857142857	2020-07-27	22947.0
Human Capital	2020-07-20	243.2	0.0	22.0	2.336842105263158	3.1428571428571432	3.2857142857142856	2265.0	243.2	0.0	6.857142857142858	26.714285714285715	3394.4285714285716	2020-07-27	0.0
Archive	2020-07-20	-35.59999999999999	-91.8	50.0	32.50188964474681	1.4285714285714286	1.2857142857142858	20919.0	-35.59999999999999	-91.8	10.285714285714286	165.71428571428572	75319.57142857142	2020-07-27	0.0
The Big Ugly	2020-07-20	-41.0	0.0	6.0	1.82	0.8571428571428571	0.5714285714285714	152598.0	-41.0	0.0	29.142857142857146	320.2857142857143	47302.428571428565	2020-07-27	176096.0
She Dies Tomorrow	2020-07-27	-40.9	0.0	6.0	0.76	1.2857142857142858	0.8571428571428571	84659.0	-40.9	0.0	10.285714285714286	503.8571428571428	26021.571428571428	2020-08-03	74657.0
The Wretched	2020-07-27	66.80000000000001	-192.1	637.0	1.85	4.571428571428571	4.285714285714286	22947.0	66.80000000000001	-192.1	23.142857142857146	143.71428571428572	1780091.4285714286	2020-08-03	9036.0
What We Found	2020-07-27	82.39999999999998	0.0	6.0	0.44	4.0	2.7142857142857144	2720.0	82.39999999999998	0.0	3.4285714285714284	48.42857142857143	721.4285714285713	2020-08-03	2739.0
The Big Ugly	2020-07-27	4.5	-100.6	49.0	2.0700000000000003	2.0	2.0	176096.0	4.5	-100.6	65.42857142857143	389.57142857142856	242257.1428571429	2020-08-03	117546.0
The Gentlemen	2020-07-27	214.0	-75.1	1323.0	9.153846153846152	5.857142857142858	5.7142857142857135	9035.0	214.0	-75.1	32.0	38.57142857142857	36343632.571428575	2020-08-03	8233.0
Becky	2020-07-27	7.300000000000002	-52.2	174.0	14.848950332821305	3.4285714285714284	2.2857142857142856	3997.0	7.300000000000002	-52.2	5.142857142857143	47.42857142857143	414753.85714285716	2020-08-03	2903.0
Followed	2020-07-27	758.1	-548.7	294.0	16.269841269841272	7.571428571428571	7.142857142857142	2976.0	758.1	-548.7	6.2857142857142865	70.14285714285714	534803.7142857143	2020-08-03	1290.0
Relic	2020-07-27	-110.4	-533.1	196.0	16.34920634920635	4.142857142857143	3.8571428571428568	36491.0	-110.4	-533.1	64.0	82.42857142857143	989847.7142857143	2020-08-03	19049.0
The Rental	2020-07-27	33.30000000000001	-78.8	49.0	37.119708994709	1.0	1.0	484931.0	33.30000000000001	-78.8	246.57142857142856	282.14285714285717	643618.8571428572	2020-08-03	305067.0
Summerland	2020-07-27	-56.9	0.0	6.0	3.4939759036144578	1.7142857142857142	1.1428571428571428	28881.0	-56.9	0.0	42.42857142857143	41.42857142857143	9138.142857142857	2020-08-03	15889.0
The Big Ugly	2020-08-03	50.30000000000001	-236.1	98.0	1.1900000000000002	2.2857142857142856	2.2857142857142856	117546.0	50.30000000000001	-236.1	50.85714285714285	389.71428571428567	386142.4285714286	2020-08-10	56148.0
She Dies Tomorrow	2020-08-03	-7.800000000000012	-168.4	49.0	3.29	3.1428571428571432	3.0	74657.0	-7.800000000000012	-168.4	18.428571428571427	708.7142857142858	122744.85714285714	2020-08-10	0.0
Relic	2020-08-03	359.99999999999994	-185.3	245.0	14.206349206349211	5.7142857142857135	5.7142857142857135	19049.0	359.99999999999994	-185.3	33.857142857142854	84.28571428571429	1010659.2857142857	2020-08-10	17724.0
Juvenile Delinquents	2020-08-03	-28.0	0.0	468.0	0.0244608	2.7142857142857144	1.8571428571428568	11605.0	-28.0	0.0	1.5714285714285714	444.28571428571433	6246.714285714284	2020-08-10	11585.0
Made in Italy	2020-08-03	-28.3	0.0	6.0	6.046511627906978	1.7142857142857142	1.2857142857142858	33998.0	-28.3	0.0	47.57142857142857	43.57142857142857	10314.0	2020-08-10	39014.0
The Wretched	2020-08-03	-77.69999999999997	-353.3	686.0	1.86	7.2857142857142865	6.571428571428571	9036.0	-77.69999999999997	-353.3	19.428571428571427	64.28571428571429	1797517.4285714286	2020-08-10	5887.0
Summerland	2020-08-03	-67.9	-230.0	49.0	5.855421686746987	5.428571428571429	5.0	15889.0	-67.9	-230.0	85.71428571428571	26.714285714285715	38136.857142857145	2020-08-10	8052.0
The Gentlemen	2020-08-03	14.599999999999996	49.60000000000001	1372.0	8.153846153846152	7.428571428571429	7.2857142857142865	8233.0	14.599999999999996	49.60000000000001	36.857142857142854	31.42857142857143	36352798.571428575	2020-08-10	6848.0
The Tax Collector	2020-08-03	0.0	0.0	1.0	3.4920634920634925	0.14285714285714285	0.0	115000.0	0.0	0.0	18.428571428571427	127.28571428571428	16428.571428571428	2020-08-10	0.0
The Rental	2020-08-03	-38.6	-217.5	98.0	27.777777777777786	1.1428571428571428	1.1428571428571428	305067.0	-38.6	-217.5	214.57142857142856	209.42857142857144	1058188.142857143	2020-08-10	177437.0
Followed	2020-08-03	367.19999999999993	131.29999999999995	343.0	15.714285714285715	10.142857142857142	9.857142857142858	1290.0	367.19999999999993	131.29999999999995	6.0	30.285714285714285	537497.1428571428	2020-08-10	93.0
Becky	2020-08-03	0.7000000000000028	-84.5	195.0	13.398190817545654	4.285714285714286	3.0	2903.0	0.7000000000000028	-84.5	6.428571428571429	27.42857142857143	419064.2857142858	2020-08-10	1098.0
What We Found	2020-08-03	7.599999999999987	-127.2	49.0	2.42	9.571428571428571	9.428571428571429	2739.0	7.599999999999987	-127.2	7.571428571428571	52.57142857142857	4123.571428571428	2020-08-10	1302.0
Followed	2020-08-10	-101.9	-111.6	163.0	6.984126984126986	4.285714285714286	3.1428571428571432	93.0	-101.9	-111.6	1.4285714285714286	4.142857142857143	230636.42857142855	2020-08-17	0.0
Summerland	2020-08-10	-47.89999999999999	-344.2	98.0	4.819277108433735	7.0	6.7142857142857135	8052.0	-47.89999999999999	-344.2	47.42857142857143	29.285714285714285	49857.571428571435	2020-08-17	910.0
Made in Italy	2020-08-10	0.20000000000000284	-116.1	49.0	8.790697674418603	3.2857142857142856	3.2857142857142856	39014.0	0.20000000000000284	-116.1	106.71428571428572	52.42857142857143	54140.285714285725	2020-08-17	15065.0
The Bay of Silence	2020-08-10	34.40000000000001	0.0	6.0	1.42	4.428571428571429	3.0	1454.0	34.40000000000001	0.0	6.857142857142858	12.714285714285715	404.1428571428572	2020-08-17	487.0
The Big Ugly	2020-08-10	-85.60000000000002	-310.9	147.0	0.6799999999999999	2.571428571428572	2.2857142857142856	56148.0	-85.60000000000002	-310.9	26.57142857142857	361.28571428571433	479625.2857142858	2020-08-17	11719.0
The Wretched	2020-08-10	191.40000000000003	-257.7	735.0	3.22	8.428571428571429	8.285714285714286	5887.0	191.40000000000003	-257.7	12.142857142857142	61.42857142857143	1805129.8571428568	2020-08-17	0.0
The SpongeBob Movie: Sponge on the Run	2020-08-10	-34.1	0.0	6.0	0.7	0.42857142857142855	0.2857142857142857	865824.0	-34.1	0.0	128.57142857142858	412.0	262535.2857142857	2020-08-17	1226562.0
Juvenile Delinquents	2020-08-10	116.3	-112.9	1127.0	0.03756480000000001	6.428571428571429	6.428571428571429	11585.0	116.3	-112.9	1.8571428571428568	972.7142857142856	23617.142857142862	2020-08-17	5842.0
Becky	2020-08-10	-0.10000000000000142	-188.2	216.0	13.568868407578087	4.857142857142857	3.2857142857142856	1098.0	-0.10000000000000142	-188.2	4.285714285714286	15.571428571428573	430209.1428571429	2020-08-17	0.0
The Gentlemen	2020-08-10	254.00000000000003	-143.8	1421.0	8.025641025641027	7.857142857142858	7.857142857142858	6848.0	254.00000000000003	-143.8	38.0	25.42857142857143	36360117.0	2020-08-17	90979.0
What We Found	2020-08-10	152.5	-341.1	98.0	1.7	10.571428571428571	10.142857142857142	1302.0	152.5	-341.1	6.571428571428571	28.0	6162.428571428572	2020-08-17	215.0
The Rental	2020-08-10	6.20000000000001	-296.7	147.0	23.065476190476193	1.4285714285714286	1.2857142857142858	177437.0	6.20000000000001	-296.7	163.42857142857142	159.57142857142858	1289847.857142857	2020-08-17	137433.0
Relic	2020-08-10	-40.8	482.3	294.0	13.412698412698415	5.285714285714286	5.0	17724.0	-40.8	482.3	29.285714285714285	85.14285714285714	1032833.2857142857	2020-08-17	4103.0
Sputnik	2020-08-10	-32.5	0.0	6.0	18.89644746787605	2.142857142857143	1.4285714285714286	11024.0	-32.5	0.0	13.714285714285715	48.85714285714285	3354.857142857143	2020-08-17	3133.0
Made in Italy	2020-08-17	-26.099999999999994	-411.2	98.0	6.651162790697674	5.571428571428571	4.857142857142857	15065.0	-26.099999999999994	-411.2	73.57142857142857	36.142857142857146	81677.28571428571	2020-08-24	5800.0
The Big Ugly	2020-08-17	0.7000000000000028	-261.7	106.0	0.3	1.8571428571428568	2.0	11719.0	0.7000000000000028	-261.7	8.0	119.14285714285714	291071.71428571426	2020-08-24	0.0
Sputnik	2020-08-17	-29.9	0.0	22.0	20.408163265306133	4.0	3.571428571428572	3133.0	-29.9	0.0	18.285714285714285	13.714285714285715	7400.857142857143	2020-08-24	0.0
The SpongeBob Movie: Sponge on the Run	2020-08-17	11.90000000000001	-96.0	49.0	0.93	1.4285714285714286	1.2857142857142858	1226562.0	11.90000000000001	-96.0	311.14285714285717	561.2857142857143	1550795.4285714286	2020-08-24	876759.0
Relic	2020-08-17	-4.599999999999994	-263.2	190.0	7.301587301587302	3.571428571428572	3.571428571428572	4103.0	-4.599999999999994	-263.2	15.428571428571427	21.428571428571427	595506.7142857143	2020-08-24	0.0
Summerland	2020-08-17	-92.7	-334.7	78.0	2.3614457831325297	5.142857142857143	5.142857142857143	910.0	-92.7	-334.7	11.428571428571427	6.2857142857142865	30525.857142857138	2020-08-24	0.0
Tulsa	2020-08-17	-24.9	0.0	6.0	32.80633240950703	2.2857142857142856	1.7142857142857142	78392.0	-24.9	0.0	81.85714285714286	58.42857142857143	23414.857142857138	2020-08-24	80500.0
The Gentlemen	2020-08-17	2179.0	6040.8	1470.0	7.512820512820514	6.2857142857142865	6.571428571428571	90979.0	2179.0	6040.8	38.0	341.57142857142856	36393269.14285714	2020-08-24	17272.0
Juvenile Delinquents	2020-08-17	-70.69999999999997	-97.20000000000002	1006.0	0.056347200000000014	5.857142857142858	4.142857142857143	5842.0	-70.69999999999997	-97.20000000000002	0.8571428571428571	834.5714285714287	28483.42857142857	2020-08-24	1260.0
Words on Bathroom Walls	2020-08-17	-19.3	0.0	6.0	3.4799999999999995	1.2857142857142858	0.8571428571428571	432968.0	-19.3	0.0	396.0	66.71428571428571	129183.85714285714	2020-08-24	646438.0
The Bay of Silence	2020-08-17	21.70000000000001	0.0	22.0	0.92	5.7142857142857135	5.7142857142857135	487.0	21.70000000000001	0.0	9.142857142857142	4.142857142857143	1013.8571428571428	2020-08-24	0.0
What We Found	2020-08-17	-114.7	-229.3	78.0	0.99	6.2857142857142865	6.571428571428571	215.0	-114.7	-229.3	3.4285714285714284	4.857142857142857	3959.285714285714	2020-08-24	0.0
Unhinged	2020-08-17	-23.8	0.0	27.0	19.365079365079367	0.42857142857142855	0.2857142857142857	4000761.0	-23.8	0.0	781.2857142857142	313.42857142857144	1627281.8571428568	2020-08-24	3819220.0
The Rental	2020-08-17	135.39999999999998	-201.3	196.0	23.809523809523807	3.0	2.571428571428572	137433.0	135.39999999999998	-201.3	127.28571428571428	170.0	1437166.0	2020-08-24	50276.0
Tesla	2020-08-17	-27.2	0.0	6.0	173.2174351221971	3.0	2.0	42165.0	-27.2	0.0	46.28571428571429	55.42857142857143	12768.428571428569	2020-08-24	34098.0
The New Mutants	2020-08-24	-61.2	0.0	6.0	25.360335705163287	0.42857142857142855	0.2857142857142857	7037017.0	-61.2	0.0	1033.7142857142858	416.4285714285714	2245269.0	2020-08-31	4753312.0
The Eight Hundred	2020-08-24	-34.7	0.0	6.0	0.75	3.0	2.0	118161.0	-34.7	0.0	59.57142857142857	121.28571428571428	35876.28571428572	2020-08-31	132054.0
